Actual LASK1,Actual LASK2,Actual LASK3,Actual LASK4,Predicted LASK1,Predicted LASK2,Predicted LASK3,Predicted LASK4
5192,5100,5021,4301,5184.128333333332,5089.61,4948.9925,4399.65
5225,4201,4993,5101,5219.972,4428.951,4999.1720000000005,5108.235500000001
3308,5072,5005,5109,3313.913999611499,5061.602994560994,5005.808431540683,5114.311241258739
5192,5081,4989,5101,5181.97225,5084.406333333333,4991.195535714286,5006.330666666667
5185,5069,4992,5104,5180.9529999999995,5082.234666666666,4990.534825396825,5067.59054029304
5189,5113,4196,5136,5188.200571428572,5125.990380952381,4307.551357142857,5129.985666666666
5196,5076,4992,5065,5196.213333333333,5081.734166666665,4988.340611111112,4818.775
5188,5084,4992,5085,5187.969666666667,5076.553833333333,4993.849399350649,5070.720880952381
5189,5080,4989,5093,5175.97,5078.892833333334,4992.0718333333325,5100.233499999999
5185,5085,4996,5056,5196.123266483517,5081.79675108225,4990.928775141524,5088.818938561439
5181,5089,4909,5105,4752.157333333334,5091.676330850522,4941.348333333332,5081.989785714286
5192,5076,4996,5113,5183.616724386723,5072.564094516595,4995.619081890332,5111.773968253967
5200,5077,4960,5101,5188.04665079365,5087.465857142858,4580.277666666667,5120.161833333333
5189,5081,4988,5100,4991.713333333333,5006.495666666667,4951.727416666667,5090.135476190477
4252,4200,4692,4537,4162.463452380952,4152.733571428572,4489.08,4599.082087912088
5212,4609,5009,5108,5215.179047619047,4582.650380952382,4996.484404761904,5103.118261904762
5161,4192,4932,5060,5131.41,4235.954476190476,4849.727523809524,5079.672440476191
5181,5096,4200,4832,5188.095666666667,5100.816666666667,4227.355,4886.269404761904
3592,3937,3765,4252,3727.082000000001,3999.7149999999992,3834.690333333334,4320.894750000001
5205,5096,4196,5140,5202.4473333333335,5104.439333333334,4411.791666666667,5133.753333333334
3713,4125,3716,4224,4077.9595912698405,4261.021321428572,4030.105277777778,4301.289746031746
5184,5096,4709,5096,5185.9395476190475,5093.911071428572,4836.190285714286,4948.4235
4356,5141,5005,5105,4556.371666666667,5097.539678571429,4990.375166666666,5105.469523809523
5180,5080,4993,5101,5143.448309523809,5082.45375,4950.832793650794,5059.6140000000005
5196,5085,4996,5092,5185.551833333333,5081.849722222222,4993.292,5089.724166666666
5196,5076,4992,5100,5155.46875,5086.029,4992.140166666667,5106.198333333333
5196,5116,4349,5145,5158.627928571429,5102.849166666667,4634.182102564102,5125.159857142857
5228,3997,4977,5108,5194.479,4285.5261666666665,4987.599666666667,5105.666999999999
4657,5092,4997,5105,3880.9846666666654,5089.18880952381,4958.274055555556,5103.59343939394
5192,5081,5005,5104,5180.779297619048,5084.136619047618,4995.758,5096.126666666667
5184,5093,4992,5105,5181.4578571428565,5079.694444444444,4995.069166666667,5100.3497380952385
5200,4957,4997,5108,5177.355345238095,4960.250595238096,4992.4656904761905,5104.940388888889
5189,5088,5028,4208,5194.798362803863,5085.360787323788,5023.588623654124,4205.050580863582
4565,5072,4989,5061,4542.638666666667,5038.630452380952,4856.228833333333,4897.49534090909
5188,4981,4992,5101,5174.835166666667,4674.50719047619,4935.160988095238,5103.955904761905
5184,5093,5016,4209,5189.803904761904,5060.754714285715,5007.048404761905,4300.129476190476
5192,4940,5000,5112,5191.483976190476,4986.708333333334,4997.512999999999,5106.515083333334
5225,4185,4968,5101,5214.730380952381,4102.8655714285715,4982.621142857143,5104.725444444444
5196,5073,4992,5092,5191.849952380952,5082.827880952381,4950.484976190476,5097.953166666667
5184,5057,4992,5108,5188.5445,4999.858333333334,4990.555333333334,5097.575833333333
5141,5028,4948,5028,4790.312452380952,4466.7305595238095,4371.970833333334,4780.353666666667
5180,5085,4996,5076,5183.4360000000015,5088.286166666665,4994.586000000001,5080.2875
4997,5084,5001,5108,5104.78096037296,5087.0145158730165,4956.744378787878,5099.506960317461
5200,5085,4988,5096,5195.364047619048,5077.883333333334,4977.5633333333335,5030.068333333333
5116,4973,4925,5020,4327.321333333333,4291.750619047619,4785.025166666666,4834.203380952382
4060,5113,4997,5104,4106.950833333334,5104.520833333332,4990.273,5093.991
5189,5101,4992,5092,5056.573,5083.486045454545,4996.06,5068.872222222222
4197,5101,5000,5105,4639.9245,5084.671992063492,4995.649003968254,5115.238288961038
5160,5072,4992,5097,5184.236285714285,5087.874964285716,4993.298833333333,5103.202809523809
5197,5080,4992,5097,5194.180820512821,5080.0574166666665,4953.8745,5084.37
4973,5072,5012,5112,4580.145666666666,5056.86,4957.1975,5109.491666666667
5204,5084,4985,5097,5161.449166666666,5082.275500000001,4993.231333333333,5005.146261904762
5061,5092,4992,5105,4917.110606060606,5089.894416666667,4997.029571428571,5100.321999999999
5189,5085,4993,5101,5198.197166666667,5084.045,4961.531238095238,5086.364833333333
5196,5092,5005,4716,5073.328761904761,5089.0287499999995,4948.9583571428575,5019.282333333334
5192,5073,4989,5100,5137.531666666666,5082.642535714285,4994.9513333333325,5081.577333333334
5197,4844,4972,5105,5193.718666666667,4567.292428571429,4963.654,5105.478714285714
5192,5096,5008,4853,5191.675674603175,5081.838571428571,4961.867952380952,4976.6756428571425
5184,5077,4989,5105,5180.653166666667,5078.918333333334,4988.3855,5084.336000000001
5172,5081,4996,5108,5121.3476190476185,5080.874666666667,4993.568785714286,5100.650166666667
3788,5112,5001,5109,3906.8140000000003,5097.061785714287,4994.850476190476,5104.854547619047
5197,4913,5005,5108,5198.187500000001,4771.696666666667,5008.944190476191,5105.757333333333
4648,4844,4764,4225,4577.441738095238,4960.943527777778,4892.868738095238,4750.232666666667
5176,5077,4997,5072,5190.125166666667,5084.763761904762,4978.885357142856,5020.375634920635
5184,5085,4988,5104,5173.218928571429,5079.217797619047,4991.194523809524,5062.068904761905
4985,4196,5001,5113,4556.490333333332,4682.269166666666,4980.659166666667,5113.4075
5193,5041,4968,5104,5153.733666666667,5000.221333333334,4954.5775,5103.431428571428
5188,4932,5001,5108,5194.621428571429,4977.17207936508,4996.497805194805,5101.637123737375
5184,5080,4992,5101,5182.247317460317,5082.091217948718,4994.592435064935,5105.178238095238
5189,5085,4992,5104,5125.636833333334,5086.742833333334,4995.0015,5103.3035
5177,5084,5009,4425,5179.5571666666665,5085.7365,5014.384666666667,4660.562833333333
5185,5080,4997,5101,5182.199882478633,5081.868701298701,4993.92819114219,5105.012484848485
5193,5093,4961,4960,5190.349333333333,5097.127666666666,4840.085055555555,4624.582666666666
5185,5081,5004,5117,5185.059380952381,5087.27905952381,4995.504166666667,5103.4121428571425
5181,5084,5000,5097,5183.594318181818,5084.868,4990.025190476191,5098.673333333334
5201,5060,4976,5068,5161.141047619048,5071.921333333333,4991.576642857143,5058.022738095238
5185,5041,5000,5109,5186.649714285713,5014.138333333333,4997.4534047619045,5104.484916666666
5177,5085,4993,5092,5188.313706349207,5084.591,4994.7840198412705,5098.887650793652
5188,5081,5004,5092,5187.5308214285715,5066.669214285714,4995.825121212121,5082.1381666666675
5144,4992,4945,4996,5106.287083333333,4923.832238095239,4853.642857142858,4977.94
5189,4969,4941,5105,5120.611333333333,4598.961666666667,4656.955833333333,5036.23719047619
5184,5064,4996,5105,5190.5215,4966.326166666667,4997.506517857142,5098.663333333334
5209,4316,5024,5113,5207.236666666667,4459.675,4998.099,5103.877166666667
5208,4837,4993,5109,5194.621428571429,4977.17207936508,4996.497805194805,5101.637123737375
5192,5080,4993,5109,5180.840547619048,5085.127666666667,4980.346833333333,5095.4011666666665
5188,5104,4852,4204,5187.9724166666665,5103.820055555556,4728.083166666666,4492.590999999999
5185,5056,4981,5093,5190.667869047618,5076.4946666666665,4934.479166666666,5080.2605
5197,5089,4993,5104,5188.541071428572,5085.740222222221,4995.172361111113,5103.9912460317455
5201,5101,4145,5149,5202.025833333333,5136.730833333333,4163.47,5132.435
5069,4053,4173,5157,5083.750666666666,4155.609333333333,4236.587666666666,5088.4039999999995
5189,5081,4992,5104,5177.472000000001,5088.143642857142,4992.9175,5089.1905
5165,5080,4996,5100,5118.3475,5085.703666666667,4989.478238095239,5010.727
5180,5097,4768,5100,5190.220833333333,5098.445606060605,4450.290222222222,5117.398166666667
5184,5089,4992,5092,5188.841666666667,5087.031666666667,4993.434166666666,5076.4295
5189,5092,4996,5117,5018.484571428571,5085.708666666666,4995.332666666666,5071.197666666667
5193,5080,4996,5104,5161.219277777778,5082.016333333333,4992.791666666666,5099.848333333333
5176,5076,4997,5097,5184.821444083695,5083.172585858584,4994.824365800867,5107.20911976912
5189,4932,4992,5101,5131.138333333333,5036.288666666666,4987.254500000001,4996.345
5189,5092,5000,5100,5182.7275,5086.531071428571,4995.7716666666665,5098.502333333333
3412,4757,5009,5081,4810.6175555555565,4749.964142857143,4909.3694642857145,4743.264192640692
5157,5160,5008,4113,5183.495380952381,5096.626904761904,5020.595833333334,4621.957416666666
5184,5085,4993,5077,5178.901714285714,5082.765357142856,4995.212285714286,5091.077452380952
5192,5089,4988,5108,5121.677833333332,5087.47130952381,4994.16930952381,5100.003166666667
5196,5081,5020,4224,5191.829317460318,5087.27817063492,5017.376253968254,4304.910928571429
5181,5009,4997,5093,5193.687357142858,5011.146380952382,4996.372309523808,5103.5380000000005
4988,5092,4993,5108,4874.9060389610395,5090.464333333334,4991.19680952381,5097.654
5180,5080,4993,5108,5179.2909880952375,5046.644611111111,4993.060297619049,5102.467297619048
5193,5092,4772,5116,5194.6230000000005,5084.42625,4905.109666666667,5103.9403571428575
5032,5088,4996,5104,4933.665119047619,5075.0110952380965,4996.306388888889,5103.539297619048
5200,4696,4992,5109,5194.7015,4855.537499999999,4990.669166666667,5100.678333333333
5201,5072,4892,5109,5190.190321428571,5086.291785714286,4930.229833333334,5086.01901948052
4365,5117,4993,5109,4582.8533333333335,5105.335722222222,4993.844083333333,5089.200555555555
5204,4916,5001,5101,5192.605472222222,4943.622333333333,4997.725303030304,5100.402999999999
4968,5081,4996,5089,5035.16825108225,5068.459432900432,4993.2388701298705,5090.020320346321
5196,5088,4992,5093,5190.550424242424,5085.374642857142,4998.033333333333,5030.342583333334
5181,5080,5001,5105,5175.836051282051,5081.799452380952,4898.446638888889,5105.188369047619
5140,4756,4616,4276,5100.714666666666,4431.528888888889,4463.324642857142,4934.617
4733,5112,5001,5109,4473.004261904761,5099.730333333333,4994.427333333334,5108.107916666666
4984,5081,4997,5097,4847.158333333333,5086.138833333333,4995.7435000000005,5107.117499999999
5184,5084,4992,5097,5184.044047619048,5082.827333333334,4998.655333333334,5096.810666666666
5189,5076,4988,5101,5184.885416666667,5078.6033333333335,4993.694642857143,5082.116666666667
5185,5084,4993,5108,5182.111666666667,5086.717500000001,4992.283333333333,5068.793214285714
5208,5085,5024,4416,5198.941999999999,5083.486,5010.505833333334,4523.38
5093,4060,4160,5113,5128.558166666667,4445.442,4452.872916666666,4907.09
5193,5088,4993,5105,5162.414746031746,5081.129,4875.043238095238,5102.5985
5189,5093,4172,5145,5190.184,5085.710333333333,4695.932083333334,5115.3689567099555
5197,5080,4996,4913,5195.4991666666665,5086.0236904761905,4927.6073333333325,4388.065833333333
5221,4133,5013,5112,5213.698333333333,4254.268571428572,5004.828666666667,5108.71125
5189,4997,4997,5096,5204.160611111111,4651.207416666667,5008.248797619048,5112.660000000001
5229,4169,4992,5109,5213.1821666666665,4554.364928571429,4995.895547619048,5105.187583333333
5184,5084,4992,5093,5183.402201104452,5080.141968919969,4992.2547125097135,5101.060307192806
5184,5081,4993,5108,5184.394208430461,5085.550709734711,4989.403618131869,5105.087404928406
5200,5084,4913,5109,5172.348968253968,5095.318059523809,4620.152380952381,5093.852499999999
5208,5113,3997,5149,5193.283690476191,5099.981666666667,4178.203333333333,5138.719
5181,5073,4992,5108,5184.623238095239,5080.163619047618,4993.096952380953,5102.681928571427
5188,5080,4992,5105,5191.564694444444,5082.7905,4992.5173690476195,5100.809095238094
4976,5097,4992,5089,4791.822380952381,5099.556083333332,4996.047750000001,5101.661511904761
5189,5029,4993,5104,5186.822099206348,5068.178218253969,4995.673674603173,5107.372666666668
5192,5024,4989,5112,5188.7012857142845,4989.109126984127,4996.003817460318,5098.315587301588
5188,5096,4996,5100,4929.672714285715,5091.972083333332,4975.2283333333335,5084.384
5176,5072,4992,5065,4928.436480158731,4580.290384920634,4111.664714285715,4590.086837301587
5185,5088,5000,4865,5178.489666666666,5085.716416666668,4985.644666666667,4831.923833333333
5185,5089,4996,5032,5184.782999999999,5085.715238095238,4995.173095238095,5067.296333333334
5193,5089,4996,5101,5195.201158411034,5089.189938533688,4992.757028305027,5107.786666930288
5180,5076,4993,5096,5194.905,5083.155833333333,4988.921309523809,5075.435166666666
5200,4628,5012,5100,5201.077047619048,4823.653333333333,5002.8443333333325,5109.878333333334
5193,5084,4992,5108,5190.467626262626,5078.313699494951,4997.668185064936,5101.988768398268
5196,5077,5001,4972,5187.388173520924,5083.761567821069,4991.684051587301,4868.931493145745
5181,5085,4976,5101,5187.914111111111,5079.018761904762,4974.373166666667,5096.946999999999
5185,5080,5004,5113,5182.878500000001,5082.705333333333,4997.596785714286,5111.4805
5193,5049,4992,5101,5188.289595238096,4977.543833333333,4997.016500000001,5104.08825
4401,5073,4992,5108,4323.768499999999,5010.0866428571435,4956.060666666666,5106.099833333333
5217,4389,5012,5117,5213.618166666666,4513.902976190476,5007.020333333334,5105.241369047619
5188,5089,4992,5109,5031.40675,5088.246738095238,4993.671083333334,5067.912452380952
5196,5073,4992,5101,5101.806857142857,5077.636153846154,4991.6645,5104.206666666667
5217,4145,4968,5096,5217.337607614606,4151.804666708292,4978.924735403483,5100.7583694499945
5196,5085,4992,5113,5128.114071428572,5086.347666666667,4994.863833333334,5097.533333333333
5189,5076,5004,5108,5179.88,5093.341333333333,4967.576333333333,5099.257333333333
5192,5084,4993,5096,5035.855904040404,5084.471833333333,4983.188761904762,5085.810214285714
5200,5104,4992,5108,5056.573,5083.486045454545,4996.06,5068.872222222222
5224,4165,4996,5112,5175.309833333334,4284.111666666667,4990.241,5105.130999999999
5196,5092,4993,4908,5187.958333333334,5056.4546666666665,4910.970904761904,4825.375
5189,5096,5000,5085,5159.559757575758,5050.2675238095235,4995.954333333333,5059.2045
5201,5084,4996,5096,5185.258071428571,5071.181238095239,4980.572714285715,5043.276226190475
5216,3925,4992,5104,5206.269833333334,4516.464,4997.206666666667,5103.232
5184,5081,5000,5065,5176.166666666667,5088.628333333334,4998.167,5069.691
5184,5089,5033,4025,5181.284000000001,5089.3574285714285,5005.833333333333,4403.25
5189,5077,4993,5108,5183.233333333334,5081.905166666667,4997.0408333333335,5097.957333333333
5208,5113,4312,4372,5201.722142857143,5101.065666666666,4357.145833333334,4511.0734999999995
5188,5109,4200,5133,5185.254653846154,5111.659333333333,4262.559586080586,5130.116333333333
5176,5096,4992,5105,5116.159666666666,5093.127690476191,4981.630416666667,5079.736333333333
5184,5080,5004,5100,5189.249797619047,5049.245285714285,4993.049333333333,5104.807
5196,5092,5020,4177,5193.796630952382,5088.572880952383,5013.501595238096,4185.749833333334
5192,5085,5001,5104,5036.872523809524,5087.256833333334,4993.022984126983,5103.097571428572
5173,5084,4997,5097,4883.792777777777,5080.016095238095,4996.505714285715,5098.819595238095
5192,5104,4132,5148,5186.549325396825,5096.739165223666,4504.237007936507,5117.338071428571
5181,5085,4992,5096,5188.918273809523,5080.596869047618,4995.1391230158715,5102.562186507936
5057,5069,4997,5113,4897.82,4963.888928571429,4980.135833333333,5078.579833333334
5200,5089,4992,5132,5080.272333333333,5086.071333333332,4994.693428571429,5105.2463333333335
5188,5109,4417,5145,5182.578797619047,5111.594499999999,4370.304499999999,5129.6720000000005
5192,5069,4948,5100,4979.800166666667,5093.158666666667,4782.752111111111,5094.726899184148
5209,4188,5004,5117,5206.2575,4273.634666666667,5006.457666666666,5104.99
5181,5061,4996,5101,5184.9378333333325,5053.477666666668,4998.070499999999,5091.331666666667
5192,5080,4992,5112,5174.063833333333,5080.714357142857,4993.9575,5097.938499999999
3440,4757,5017,5081,3930.893833333333,4800.756666666666,4940.959833333333,5071.551333333334
5197,5080,4993,5044,5194.6033333333335,5080.8768452380955,5000.480277777778,4934.725
5184,5081,5000,5105,5184.0345962925985,5081.909015540015,4997.690670135419,5107.695826062825
5137,5009,4952,5017,5106.287083333333,4923.832238095239,4853.642857142858,4977.94
3981,5021,5004,5084,4683.835761904761,5028.006666666667,4841.645773809523,5052.303166666667
5189,5117,4196,4377,5116.806500000001,5097.2136666666665,4379.946666666667,4394.351333333333
5197,5089,4993,5100,5097.233833333333,5073.395,4964.909166666667,4984.85388888889
5185,5081,4992,5088,5190.698277777778,5083.006380952382,4993.208571428571,5097.404
5184,5084,4997,5097,5152.028166666667,4983.213166666666,4936.707777777778,4982.0975
5200,4972,4849,4980,5153.84,4962.391333333334,4840.701666666667,4978.066
5085,5077,4996,5104,5139.08863095238,5085.411727272728,4993.517924242424,5083.252298701298
5180,5084,4993,5105,5189.2775,5084.126841269841,4996.840833333333,5102.365833333333
3456,5013,5009,5133,3995.962833333333,5078.4625,4998.114666666666,4935.11
5188,5084,4997,5101,5101.940999999999,5080.654166666666,4965.9925,5108.611666666667
2945,4164,4076,4229,3282.3393333333333,4177.586428571429,4141.493333333334,4252.869904761904
5177,5080,4993,5108,5180.477500000001,5081.171333333333,4994.177333333333,5103.388333333333
5176,5077,5000,5092,5180.09275,5086.5905,4992.392666666667,5100.816666666667
5193,5085,5009,4725,5187.099000000001,5084.7925,5002.56761904762,4651.7
5188,4940,4993,5089,5182.795714285714,4796.037,4982.9782936507945,5089.861833333333
5181,5077,5000,5108,5181.975595238095,5080.697833333334,4995.806099206349,5105.595630341882
5181,5084,4997,5097,5183.159583333334,5076.4775,4994.932,5104.9288636363635
5192,5084,4964,5097,5090.9395,5080.207333333334,4990.868333333333,5083.087777777778
5205,4493,5012,5112,5202.331666666666,4610.817,5009.86,5109.3623333333335
4509,5101,4993,5108,4709.697749999999,5099.001749999999,4995.19325,5104.17575
5196,4484,4992,5104,5200.923333333333,4572.082833333333,4992.475833333334,5111.152833333334
3272,5061,5004,5112,3446.68725,5072.122583333334,4989.452916666666,5098.311083333333
5192,5073,4997,5097,5184.885666666665,5053.712166666668,4992.514416666667,5083.556833333333
5080,4380,4880,5117,5012.3133333333335,4292.0075,4882.727,5110.893999999999
5213,4204,5009,5109,5210.432539682539,4291.899111111111,5001.4766666666665,5109.003833333333
5192,5088,4992,5108,5194.248,5082.826333333333,4994.385,5058.073452380952
5181,5077,4992,5096,5181.694,5083.165761904762,4995.75975,5102.988285714286
5172,5012,4960,5108,5051.135,4723.27869047619,4824.437638888889,5108.876666666667
5184,5081,4997,5104,5177.361381864866,5083.898315932434,4992.459650878534,5103.429369556914
5188,5116,4212,4337,5202.735833333333,5108.713333333333,4357.206666666667,4367.3966666666665
5213,4217,5024,5117,5207.537309523809,4417.724944444444,5015.543738095238,5112.922071428571
5185,5100,5028,4329,5187.940333333333,5087.19,5017.15,4368.281666666666
5208,5101,4117,5141,5198.46176984127,5097.403333333334,4437.7032500000005,5122.953714285714
5200,4484,5001,5105,5206.280833333334,4488.05783982684,5014.158279220779,5107.765833333334
5193,5085,4989,5108,5140.656666666667,5067.250666666667,4995.027666666667,5089.3275
5220,3824,4952,5101,5212.647916666667,4184.6466666666665,4970.1625,5113.0
5113,4993,5005,5101,5180.177968253968,5073.907166666667,4997.195166666666,4970.857476190476
5108,5084,4992,5100,5115.8605,5079.611666666667,4993.874999999999,5103.78
5189,5088,4992,5109,5118.220499999999,5086.886071428572,4994.345714285713,5096.777047619047
5208,4636,5012,5109,5215.321714285714,4389.2562374847375,4998.453833333334,5101.633027777778
5177,5076,4992,5101,5178.673000000001,5079.960333333333,4990.9305,5100.966166666666
5176,5081,4992,5108,5194.1585,5088.758333333334,4944.5841666666665,4985.3578333333335
5193,5085,4948,5104,5195.59305952381,5075.032,4960.791388888889,5101.011666666667
