Actual LASK1,Actual LASK2,Actual LASK3,Actual LASK4,Predicted LASK1,Predicted LASK2,Predicted LASK3,Predicted LASK4
5117,5049,4937,5044,5190.645833333333,4924.165,4938.383333333334,5000.492857142857
5184,5084,4908,5089,5192.197833333334,5080.519,4925.7315,5092.762142857143
4777,5057,4993,5100,4605.655666666668,5057.814333333335,4995.905333333334,5105.342333333335
5201,5085,4996,4812,5194.206166666667,5058.591333333334,5017.093999999999,4386.405119047619
4025,3953,3977,4320,4095.88,3939.72,3986.6983333333333,4351.521333333333
4173,4145,4009,5156,4241.196666666667,4271.248333333333,4241.84375,5069.585999999999
5200,4913,5001,5104,5190.997666666665,5066.165444444445,4992.730656010655,5087.764166666667
5220,4192,4997,5109,5216.574,4270.114166666666,5001.681412698413,5102.924452380952
5185,5065,4989,5108,5184.637595238095,5072.135,4986.133833333333,5095.825238095238
5184,5065,4997,5096,5170.739333333334,5075.995238095238,4988.963261904762,5092.842416666667
5181,5084,4996,5109,5182.705499999999,4962.318,4997.0408333333335,5096.289833333333
5201,5080,5020,4612,5196.306166666666,5074.792714285714,5000.131666666667,4979.025
5172,5080,4984,5100,4988.191071428571,5074.948333333334,4973.015,4853.381666666666
4992,4428,4089,5000,4743.5841666666665,4301.120833333333,4136.759166666667,4715.298333333333
5193,5081,5008,4821,5196.268333333333,5071.717500000001,5010.18,4528.7925
5176,5084,4989,5100,5147.654857142857,5076.013952380952,4991.66725,5098.359841269841
5193,5081,4992,5101,5195.760666666666,5082.62994047619,4826.922,5095.636690476191
5201,5085,5021,4220,5195.635666666666,5083.395333333334,5011.434,4374.738309523809
5117,5081,4997,5104,5070.944818181818,5078.046666666666,4993.125555555555,5093.930666666667
5201,4829,5008,5101,5208.166666666667,4769.173333333334,5000.758166666667,5091.141666666666
3688,5080,4996,5089,3688.309416666666,5079.262764430014,4998.63089177489,5099.878018398269
5200,5109,4081,5117,5194.1425,5095.413150793651,4292.578333333334,5124.478333333333
3737,4960,5005,5101,3957.1241666666665,5033.515392857143,5000.406,5102.898809523809
5148,5080,4992,5101,5070.944818181818,5078.046666666666,4993.125555555555,5093.930666666667
5200,5081,4976,5092,5194.154333333334,5079.6305,4977.466166666667,5093.844166666667
5188,5080,4988,5097,5181.346666666666,5084.1375,4990.16,5092.138333333333
4804,5077,4993,5100,4702.953333333333,5073.76,4993.886666666667,5100.548571428571
5180,5057,4989,5097,5166.2699999999995,5060.73,4984.5625,5084.57
5193,5068,4944,4388,5193.6115,5061.678,4748.016166666667,4474.244619047619
5192,5069,4989,5097,5191.285416666667,5080.610583333333,4937.781500000001,5101.231666666667
5069,5092,4992,5097,5027.802,5083.421333333334,4999.405,5100.122424242425
5196,5057,4185,5133,5188.34,5073.956999999999,4338.113333333334,5137.7091666666665
5188,5076,4992,5073,5189.8,5075.577738095238,4992.342666666667,5090.1785
5201,5092,5016,4753,5189.061833333333,5088.5695000000005,5000.862666666667,4578.824523809523
5184,4192,4949,5101,5192.73,4211.955,4964.675,5052.66
5185,5080,4992,4984,5192.5375,5077.0415,4995.840333333334,4877.405333333333
5184,5077,4992,5105,5187.8472619047625,5076.499833333333,4988.785166666667,5095.692166666668
5180,5077,4989,5097,5177.1140000000005,5076.5306666666675,4989.448666666667,5089.2406666666675
4004,4005,3984,4384,4095.88,3939.72,3986.6983333333333,4351.521333333333
4852,5085,4992,5104,4993.2851666666675,5075.770888888889,4997.431333333333,5058.138499999998
5177,5073,4985,5088,5181.3295,5079.711547619048,4990.148166666667,5040.6455
5208,4829,4996,5109,5207.296821428571,4808.533261904763,4999.011369047619,5104.827797619049
5185,5076,4996,5093,5187.124833333333,5073.607595238095,4985.932761904761,5095.141738095237
5172,5073,4988,5104,5127.627285714286,5079.3116666666665,4992.793333333334,5052.114166666667
5196,5097,4129,5145,5192.495817460318,5093.827615079364,4139.996178571428,5128.076059523809
5197,5100,4380,5088,5188.621773809524,5104.047654761904,4084.8555952380952,5080.427059523809
5180,5073,4992,5100,5181.402666666667,5077.691857142858,4991.472333333333,5066.137833333332
5184,5080,5016,4544,5180.785833333333,5074.763333333333,5005.489166666667,4841.252166666666
5184,5077,4989,5096,5180.18,5076.2970000000005,4992.415,5093.57
5197,5069,4968,5096,5188.621666666668,5078.143380952381,4928.102190476191,5092.280833333333
5193,5084,4992,5097,5190.719166666667,5076.685333333334,4993.793,5093.451666666667
5197,5080,4992,5089,5194.012333333333,5074.7733333333335,4983.350238095239,5085.162083333333
3317,5056,5005,5105,3897.4545000000003,5067.964166666667,4999.007666666666,5097.767500000001
5176,5085,5016,4272,5178.665,5060.709333333333,5004.643333333333,4372.625
3661,5052,4997,5105,3769.7654999999995,4992.690833333332,5002.69,5102.892000000001
5188,5073,4993,5096,5184.2063333333335,5077.469999999999,4974.51341025641,5094.319928571429
4532,3572,3529,4289,4682.7894166666665,3811.825797619047,3924.478666666667,4443.972
4404,5077,4993,5089,4305.336666666667,5080.056666666666,4993.253333333333,5100.6975
5201,4840,5005,5112,5152.1720000000005,4925.695,4995.015833333333,5007.590333333334
5216,4184,5017,5100,5214.398333333333,4184.997,5012.196,5095.250666666668
3892,4985,4996,5089,4035.4048333333335,5028.6973333333335,5000.111666666667,5089.684666666667
5200,5108,3988,5088,5195.677166666666,5101.018666666667,4060.3500000000004,5003.58
5176,5092,4757,5101,5188.5070000000005,5095.583714285714,4343.188166666667,5126.614166666666
5212,4704,5004,5096,5196.519333333334,4826.262500000001,4998.5975,5024.903
5145,5012,4969,5061,5140.5225,4929.9185,4971.694,5084.615
5184,5085,5020,4525,5183.446,5085.028,5009.422666666666,4611.000333333333
3612,5072,5012,5089,4104.449916666667,5020.558583333334,4997.859166666667,5063.690333333333
5172,5036,4997,5096,5188.082166666667,4995.2108333333335,4992.743285714286,5093.019273809524
5189,5080,5009,4185,5199.3313333333335,4983.729166666667,5017.206,4574.0616666666665
5181,5080,4768,5109,5177.952833333334,5082.338992063493,4879.140793650796,5096.071992063492
5180,5081,4992,5101,5174.766666666666,5076.4974999999995,4992.669642857142,5095.331666666666
5184,5080,5000,4828,5178.459666666665,5082.213333333335,4992.900333333331,4860.308666666665
5193,5084,5004,4805,5194.31155952381,5078.92123015873,4991.911642857143,4957.438619047619
5184,5077,4992,5076,5180.475666666667,5078.518666666667,4985.115333333334,5057.4490000000005
5188,5080,4996,5096,5181.28,5057.455333333332,4983.365,5081.215428571428
5200,5080,5024,4160,5196.763928571429,5077.69,4953.315833333333,4579.366071428572
5189,5097,4540,5084,5190.055380952381,5086.550833333333,4302.89361904762,5067.614642857143
5173,5061,4956,4641,5146.339833333333,5040.235166666666,4907.944166666667,4412.143833333333
5185,5080,4992,5092,5190.6759999999995,5078.445166666666,4989.919,5088.650333333333
5180,5081,4988,5093,5178.133333333334,5076.767833333334,4992.26,5097.243166666666
5184,5084,4989,5092,5183.864666666666,5075.553000000001,4991.455333333334,5093.1883333333335
5176,5072,4989,5093,5179.372833333333,5031.440380952381,4980.924619047619,5065.753880952381
5197,5088,4988,5020,5195.410333333333,4889.064833333334,4993.2970000000005,5016.348333333332
4852,4057,4141,4249,4866.849166666666,4148.422666666667,3866.385142857143,4316.366999999999
5196,5077,4992,5089,5191.019,5078.322416666667,4984.400607142858,5094.821
5117,5089,4996,5100,5099.305666666667,5085.861916666667,4994.5571666666665,5098.675
5184,5033,4988,5089,5181.128333333333,5044.323166666666,4961.143476190476,5095.68
3421,5033,5005,5101,4512.839722222223,5047.4725,4998.181333333333,5101.779952380953
4996,5032,5009,5101,5060.601333333333,4924.890809523809,4999.803761904762,5050.062833333333
5193,5088,5000,5020,5191.850833333333,5075.2025,4994.5233333333335,5032.170428571429
3677,4061,4789,5109,3720.3524999999995,4345.3875,4855.1,5071.95
5177,5076,4992,5093,5179.76,5075.446666666667,4988.0,5097.462333333334
5181,5113,4148,5141,5193.154071428571,5036.914785714286,4347.078787878787,5118.531
5180,5069,4992,5105,5180.925833333334,5079.706666666667,4991.326666666667,5096.619166666666
5216,4148,4977,5108,5210.200833333333,4206.278863636363,4994.956,5088.075333333334
3644,4965,5012,5133,3733.2366666666667,4977.48,5008.223333333333,5109.305
5197,5089,4997,5100,5180.9175,5080.376666666667,4951.774,5097.024666666667
5085,5084,4996,5093,5078.711083333334,5079.897499999999,4994.950833333333,5099.911666666666
5193,5081,5017,4061,5195.648,5043.071666666667,4992.6483333333335,4260.95
5044,4633,3988,4340,4909.31,4412.235,4080.328333333333,4420.3705
5169,5080,4985,5097,5176.52280952381,5080.7741428571435,4978.652,5096.528571428571
5204,4165,4992,5097,5210.701333333334,4318.787738095238,4990.043833333333,5078.56
5192,5085,5024,4209,5190.122,5084.224333333334,5016.946666666667,4273.855833333332
5200,5080,4985,5008,5182.186000000001,5082.4795,4995.477499999999,4919.244000000001
5193,5085,4144,5136,5204.149166666667,5095.420416666666,4290.244166666666,5131.870000000001
5105,5085,4989,5100,5107.4447272727275,5076.954166666666,4991.714166666667,5101.127777777778
4549,5084,4989,5101,4089.8060952380947,5064.679373015873,4997.2283333333335,5100.964666666667
5180,5068,4992,5101,5178.039071428571,5078.104523809524,4980.091666666667,5098.515333333333
5172,5073,4992,5088,5176.08,5078.650333333333,4980.894333333334,5074.259499999999
3348,5041,5004,5105,3612.735119047619,5046.01238095238,5000.955095238095,5103.161
5192,5105,4109,5140,5198.369166666666,5097.378095238095,4196.077166666667,5120.952333333333
5229,4193,4977,5112,5216.587428571428,4233.649619047618,4981.138952380952,5095.731333333333
5177,5084,4981,5092,5182.2446666666665,5060.699166666666,4990.994238095238,5097.446916666667
5192,5084,4981,5096,5188.4265000000005,5069.773666666667,4955.849166666667,5091.695833333334
5188,5084,4989,5097,5189.643404761905,5082.17896031746,4993.773357142858,5101.709333333333
5185,5084,4989,5097,5184.548333333333,5076.446666666667,4983.98,5092.146
5188,4973,4992,5097,5198.520476190477,4929.425833333333,4994.010666666666,5105.626666666667
5188,5076,4993,5096,5181.430833333334,5079.279166666666,4981.7825,5098.4591666666665
5196,5073,4992,5104,5198.121166666667,5074.056833333333,4992.671833333333,5083.860166666666
5201,5085,5021,4209,5196.283333333333,5082.556666666666,5019.579000000001,4276.952
5216,4829,5001,5104,5201.6935,4638.3475,4999.3966666666665,5065.776000000001
5193,5068,4992,5089,5192.216333333333,5078.005,4991.25,5074.850333333333
5192,5093,4785,5092,5193.069166666667,5069.169119047619,4559.289285714286,5106.2005714285715
3697,3996,4016,5113,3902.946,4096.7875,4704.237424242425,5027.483333333334
5185,5084,4989,5088,5192.141071428571,5031.344595238096,5000.3105,5052.815
5180,5088,4992,5104,5179.675,5082.026333333333,4988.908313131313,5096.586666666667
5196,5077,5000,5097,5114.8575,5064.853452380952,4993.826166666667,5043.0599999999995
5176,5084,4989,5100,5181.695333333333,5076.486,4990.586761904761,5095.062904761905
4696,4053,3757,4152,4890.082761904762,4276.0633333333335,3941.1854166666667,4229.116761904762
5180,5080,4992,5093,5104.352666666667,4704.150000000001,4742.8225,5037.034000000001
5196,5080,4989,5076,5191.0895,5083.80919047619,4960.898969696969,4975.010785714286
5193,5081,4997,4989,5187.481428571429,5079.902309523809,4993.59834920635,5028.645333333334
5176,5084,4992,5105,5198.251833333334,4710.8618809523805,4998.095833333333,5023.125666666666
5184,5072,4992,5072,5179.981666666667,5074.8820000000005,4992.5053333333335,5040.956666666667
5188,5088,4832,5097,5177.4365,5068.6033333333335,4973.37,5090.85
5176,5080,4992,5097,5178.406666666667,5074.4766666666665,4990.092833333334,5098.184761904761
3332,4484,4976,5140,3777.528095238096,4632.7585,4980.166666666667,5001.585
5181,5084,4984,5100,5184.593416666667,5076.798,4991.389166666667,5091.198333333333
5200,5077,4989,5081,5195.972,5077.872416666666,4987.968416666667,5050.3429166666665
5184,5064,4992,5092,5182.166833333334,5034.215833333334,4807.929666666667,5107.935833333333
5220,4224,5012,5101,5173.368333333334,4438.018666666667,4991.441666666667,5076.585
5168,5089,5012,4536,5174.7631666666675,5038.729833333333,5022.134190476191,4280.18411904762
5180,5077,4988,5100,5175.937500000001,5078.518,4991.91,5096.982666666667
5176,5077,4985,5104,5142.11,5066.955,4964.641666666666,4810.682333333333
5177,5077,4992,5101,5183.895833333333,5077.1033333333335,4987.613333333334,5093.946
5180,5081,4992,5088,5184.534333333333,5079.98,4990.995,5092.797976190475
4896,5069,4992,5104,4702.953333333333,5073.76,4993.886666666667,5100.548571428571
5181,5088,5024,4264,5188.584688311687,5086.329044011544,5020.115417388169,4295.732887806637
5201,5085,5029,4213,5193.313484126984,5082.49,5009.51175,4352.801904761905
5173,5081,4989,5096,5176.030000000001,5067.485,4991.971666666666,5096.473333333333
4405,5085,4993,5101,5047.360333333333,5083.309841269842,4992.759999999999,5095.977174603176
5185,5021,4992,5097,5183.992333333334,5033.819261904762,4991.549761904762,5096.12069047619
5192,5081,4981,5080,5186.861666666667,5076.561761904762,4994.050666666668,5086.695833333334
5173,5081,4989,5093,5174.425333333334,5063.747,4986.540000000001,5097.614166666667
5192,5080,4992,5097,5191.785904761905,5075.428303030303,4988.907666666667,5090.122107142857
5197,5085,4040,5056,5199.024047619048,5086.005833333334,4151.88,5043.585
5188,5084,4996,4660,5188.520666666666,5037.924523809524,4998.389166666666,4658.332333333333
5200,5069,4989,5097,5183.206666666666,5073.645166666667,4991.205,5017.883333333333
5192,5092,5000,4397,5196.976166666667,5054.915333333333,4990.943166666667,4358.298333333333
5192,5084,4992,5077,5190.007833333333,5078.985500000001,4992.058214285714,5081.250166666668
5177,5069,4992,5108,5180.545833333334,5075.86,4990.38,5099.07
5180,5073,4993,5097,5179.3840714285725,5078.210999999999,4989.792,5095.929404761905
5188,5024,4993,5096,5181.90330952381,5031.113666666667,4993.999452380951,5096.215833333335
5185,4949,4992,5096,5189.7733333333335,4937.455833333333,4994.3675,5096.328333333333
5185,5088,4996,5097,5180.77,5075.6475,4988.515,5087.115
5197,5056,4993,5112,5192.221833333333,5001.407238095238,4994.858166666667,5097.162
3337,5048,4997,5112,3641.7216190476192,5059.755666666666,4998.971833333333,5100.8848333333335
5192,5068,4989,5101,5183.086166666667,5024.547976190476,4992.921055555555,5098.067611111112
3832,5073,4992,5109,3774.669166666667,5052.4333333333325,5001.5841666666665,5103.2835
5192,5077,4980,5100,5187.553547619047,5077.236428571428,4990.216666666666,5075.034166666667
5184,5069,4992,5093,5172.41,5081.75,4992.645,5092.175
5201,5089,4052,5065,5165.790666666667,5078.270833333334,4070.9375,5032.736666666667
5232,4232,4964,5104,5215.99,4250.488714285714,4968.0025,5060.467833333333
5185,4176,4972,5096,5209.435833333334,4177.33,4978.764619047619,5102.0233333333335
5200,5077,5017,4236,5197.028666666667,5086.629666666667,5023.089166666667,4236.9675
5049,5088,4992,5105,4466.316642857142,5060.672817460319,4997.843595238094,5102.155214285714
4856,5092,4992,5097,4732.806888888889,5078.254,4996.225785714286,5101.0655
5193,5100,4125,5117,5194.972952380952,5095.005416666667,4274.096833333332,5123.520530303031
5229,4164,4965,5113,4875.527333333333,4227.092666666666,4980.3535,5107.451666666667
5185,5081,4996,5100,5172.41,5081.75,4992.645,5092.175
5200,4897,5008,5097,5201.3,4737.211,4995.407619047619,5095.3310833333335
5105,4833,4968,5101,5081.700666666667,4779.458333333333,4966.669,5099.64
3508,4888,5009,5109,4123.448333333333,4869.8345,5003.542,5101.303333333333
5185,4909,4997,5097,5191.472,4906.356166666667,4997.688166666667,5099.434904761905
5181,5081,4993,4953,5193.964166666667,5067.759083333334,4894.766666666666,4810.428214285715
5224,4185,4969,5101,4956.1899047619045,4122.331111111112,4768.426666666667,5100.406666666667
5212,4224,4992,5108,5213.479583333334,4227.178416666666,5005.534833333333,5100.210166666666
5189,5088,4992,5089,5191.053619047619,5077.421833333334,4991.456,5085.3206666666665
5192,5077,5025,4288,5196.6165,5088.075833333333,4983.299833333333,4376.429666666667
4713,5100,5000,5104,4682.771809523809,5066.437333333334,4996.2923174603175,5103.728964285714
5197,5081,5004,4929,5194.256666666667,4852.437166666667,4829.055,5033.660666666667
3436,5032,5000,5100,4090.0233333333335,5048.224142857142,4996.350488095238,5100.802583333333
3932,5060,4996,5093,3969.247761904761,5078.938785714287,4999.586666666666,5100.153142857144
4220,4389,4852,4996,4548.5233333333335,4510.998333333334,4784.63,4971.888333333333
3937,5049,4996,5100,3957.0423333333333,5047.766412698413,4996.187055555556,5099.420458874459
4581,3552,3509,4277,5064.345,4780.190928571428,4632.249333333333,4580.17511904762
5204,5077,4988,5101,5190.324285714286,5078.944666666666,4988.996333333333,5090.9113333333335
5193,5033,4992,5100,5188.1648076923075,5004.8261666666685,4996.127333333333,5093.5655
5213,4781,4144,4680,5209.21,4898.52,4179.17,4556.38
5172,5072,4992,5097,5180.225833333334,5077.320142857143,4982.751702380952,5094.613011904762
5180,5073,4989,5101,5164.292166666666,5080.725238095239,4993.215222222222,5095.802333333333
3953,5056,5001,5097,4033.7236666666668,5060.281666666666,4999.5375,5093.33
3957,4068,4489,4829,4032.97,4069.534166666667,4365.770833333333,4849.825
5196,5092,4649,5109,5188.502380952383,5085.582714285713,4806.77255952381,5119.226476190474
5177,5085,5001,4933,5190.445,5080.571,4882.595833333333,5080.361076451327
5188,5080,4989,5096,5189.6838333333335,5081.774678571429,4991.4873333333335,5094.355833333333
5181,5080,4992,5089,5179.1973333333335,5078.611666666667,4991.646710317461,5096.654285714286
4580,4212,4041,5117,4433.71,4187.04,4097.85,5040.93
5181,5092,4992,5036,5183.658166666666,5081.096,4932.3341666666665,5079.929948773449
5193,5080,4992,5020,5194.960999999999,5080.543,4982.650119047619,5061.489166666667
5189,5100,4189,5137,5192.902333333334,5091.008333333334,4385.335166666667,5106.900333333334
5065,4924,4853,4961,4929.9025,4555.395333333333,4855.9625,4908.41
5181,5077,4984,5092,5182.607238095238,5077.584952380952,4968.9601958874455,5096.614083333332
4569,3965,4121,4429,4749.61125,4297.166666666667,4411.216666666667,4755.595
5188,5068,4988,5105,5190.007619047618,5071.84,4992.739333333334,5102.127428571429
5201,5085,4988,5089,5190.255,5080.303666666667,4988.175904761905,5089.276666666667
5196,5072,4981,5104,5185.530166666666,5044.916333333333,4993.639666666667,5092.6134999999995
4916,5077,4996,5093,4631.256309523809,5078.7704523809525,4995.400666666667,5098.853454545455
4801,4192,4136,5056,4783.764999999999,4270.041666666666,4181.836666666667,4560.006333333334
5192,5076,4997,5061,5191.7515,5077.1928333333335,4991.110166666666,5080.40761904762
5192,5077,5000,5096,5181.526,5071.893333333333,4979.153333333334,5071.831833333333
5185,5025,4992,5100,5181.90330952381,5031.113666666667,4993.999452380951,5096.215833333335
5204,5077,4993,5096,5193.150500000001,5042.315833333333,4998.514166666667,5091.722333333333
5196,5085,4813,5100,5193.943666666667,5089.305833333334,4697.697976190476,5114.471666666667
5181,5077,4992,5093,5180.84,5074.935,4988.79,5097.0135
5181,5080,4992,5097,5183.4,5076.29,4990.91,5098.24
5185,5072,4992,5089,5185.582666666666,5075.3330000000005,4985.976785714286,5087.091666666667
5101,5053,4992,5104,4940.386333333333,5070.315785714285,4994.8374523809525,5098.137063492064
5160,5105,4981,5105,5185.203595238095,5075.818,4991.770833333334,5086.334333333333
5189,5068,4992,5108,5189.8775,5078.530833333333,4989.34,5090.4911111111105
5192,5085,5005,4213,5202.419666666667,5081.029333333334,5021.4555,4309.6125
5180,5093,4644,5109,5185.8730000000005,5087.2283333333335,4464.16111904762,5102.274642857143
5209,4217,5017,5093,5202.973166666667,4498.850833333334,5008.968333333333,5080.775166666666
5165,5080,4992,5096,5198.251833333334,4710.8618809523805,4998.095833333333,5023.125666666666
5220,4224,5004,5104,5214.443,4347.0115,5007.086309523809,5067.666666666666
5205,5100,5024,4121,5196.811785714286,5016.317214285714,4969.487,4705.623071428571
3465,5009,5004,5108,3576.8246190476184,4879.8915,5003.62111904762,5099.1163333333325
5180,5084,4969,5096,5187.088738095238,5088.437166666667,4805.9879880952385,5104.696702380953
5193,5077,4989,5101,5189.114047619048,5079.096666666666,4979.8485,5089.4326190476195
5197,5045,4896,4404,5195.247666666666,5048.80380952381,4495.471666666667,4387.113285714286
5177,5077,4993,5097,5176.2505,5075.149333333333,4991.583333333334,5094.151999999999
5184,5060,4996,5096,5185.994000000001,5060.5825,4988.45,5100.84
4609,5092,4992,5100,5094.842916666667,5069.615833333333,4990.4484999999995,5100.291166666668
5201,5085,4989,5101,5187.328571428571,5079.6325,4978.528499999999,5091.744119047619
5192,5021,4188,5140,5194.4095,5073.885,4319.290083333333,5103.3407380952385
3349,5045,4992,5112,3475.582952380952,5038.090952380952,5003.379333333333,5097.333333333333
5172,5084,4992,5101,5178.822666666667,5080.204166666666,4991.590142857142,5100.1475
5196,5084,4992,5056,5195.839333333333,5077.175666666666,4975.9190714285705,5085.82
5172,5072,4997,5101,5182.073333333333,5079.926666666666,4988.9875,5100.926666666666
5201,5080,4976,5093,5187.609666666667,5079.578333333333,4947.852833333334,5092.221666666667
5205,4896,4996,5101,5186.039000000001,5020.218476190476,4992.308,5084.1883333333335
5184,5077,4988,5100,5178.48,5080.405,4991.42,5101.08
5193,5077,4992,5101,5185.267920804687,5077.684583333333,4985.795095238095,5089.476000000001
5201,5081,4060,5065,5176.82411904762,4950.818499999999,4271.373833333334,5032.2475
5212,4608,4981,5105,5195.534285714286,4856.242277777777,4993.203166666666,5087.365952380953
5185,5089,4989,5097,5182.929119047619,5076.5035,4994.355166666666,5099.240583333333
5205,5020,4493,4368,5183.368357142856,4909.817888888889,4294.795,4509.656936507937
5189,5076,4985,5088,5180.910535714286,5075.769166666667,4941.572761904761,5093.148595238095
5185,5073,4989,5089,5172.41,5081.75,4992.645,5092.175
5177,5084,4992,5101,5181.13,5080.862833333334,4991.27,5098.392738095238
5196,5104,4885,4289,5121.831333333333,4946.22869047619,4764.664833333333,4688.329999999999
5181,5072,4992,5096,5180.78,5074.145714285714,4994.6883333333335,5098.608333333334
5184,5081,4989,5065,5181.925333333334,5078.6195,4992.004166666667,5097.335000000001
5188,5060,4988,5093,5181.647833333333,5074.561285714285,4970.566999999999,5098.19911111111
5184,5068,4992,5096,5182.142666666666,5038.869333333333,4991.321333333332,5087.656833333334
4313,5089,4992,5089,3497.491333333333,5011.662801587302,5003.648499999999,5106.474333333334
5176,5081,4992,5104,5182.848857142857,5075.587714285713,4989.867809523809,5100.570166666667
5184,5073,4977,5072,5188.189404761904,5078.407357142857,4990.076428571429,5046.695833333334
5184,5081,4992,5108,5182.492666666667,5079.1258333333335,4988.098333333333,5095.745
5197,5084,4941,5065,5195.025,5073.126666666667,4967.665,5090.954303030303
5185,5080,4981,5101,5181.834738095238,5078.343309523811,4989.153940242764,5096.255202380952
5184,5072,4985,5101,5185.42,5081.34,4993.043333333333,5092.58
5181,5084,4997,4945,5192.1445,5082.940833333332,5015.356666666667,4417.91
5173,5076,4992,5101,5181.181666666667,5072.0875,4993.536666666667,5088.982
5184,5077,4928,5089,5188.398,5083.8656666666675,4805.905,5105.746166666667
5196,5077,4992,5104,5191.080285714286,5048.2575,4992.3133333333335,5095.042166666666
5185,5073,4993,4977,5192.190476190476,5072.187333333333,4992.512666666667,4934.357666666667
5192,5081,4996,5101,5189.970833333333,5080.8488333333335,4989.421666666667,5067.9075
3353,5045,5000,5105,3570.0469999999996,5053.570833333334,5003.041666666667,5097.550833333334
5212,4088,4932,5109,5204.71,4334.12,4931.478571428572,5086.3425
5185,5088,4992,5033,5180.28,5072.383499999999,4991.0825,5062.213333333334
5197,5101,4196,5145,5192.7145,5090.546666666667,4340.6465,5113.85
3720,4968,5012,5112,3844.715833333333,4994.406142857143,5001.7975,5104.9645
5197,5073,5012,4293,5192.8949999999995,5048.467666666666,5011.6140000000005,4440.937833333333
5045,5088,4996,5100,4991.89824134199,5069.079892857143,4993.9065,5095.762138888889
5201,5080,4984,5085,5189.9352499999995,5079.995499999999,4987.724714285714,5082.538333333333
3349,5049,5001,5105,3528.2636666666663,4896.184071428572,5004.252357142857,5103.1005000000005
5180,5084,4992,5104,5184.215044011545,5077.530666666667,4991.001,5097.3635
5212,5073,4993,5013,5192.643023809524,5075.993428571429,4992.018023809524,5047.4085000000005
5196,5085,5004,4173,5197.264875541126,5078.267333333334,4887.367249999999,4547.1455000000005
5189,5088,4992,5101,5178.6625,5073.204333333333,4973.388333333333,5089.729166666666
5184,5057,4992,5096,5194.797463980465,4977.606704212454,4990.513106837607,5102.0388040293055
3737,4136,4545,5113,3751.5291666666662,4086.1533333333336,4583.256666666666,5132.996666666666
5044,5080,4993,5100,5061.745579365079,5079.735642857142,4994.599682539684,5095.820634920635
5201,5076,4989,5069,5191.075833333333,5009.983,4983.364833333333,5095.703833333333
4956,4125,4433,4376,4917.000142857142,4060.07003968254,4334.018238095237,4939.2375
4968,5089,4996,5101,5055.848333333333,5073.4785,4994.903452380952,5099.9669047619045
5180,5081,4989,5080,5179.981666666667,5074.8820000000005,4992.5053333333335,5040.956666666667
5188,5005,4992,5096,5185.110000000001,5031.364333333334,4998.301285714286,5043.362333333333
4485,5076,4992,5109,4336.4285,5068.8533333333335,4998.361,5093.4591666666665
5216,4204,5001,5101,5210.991666666666,4374.372,5002.776666666667,5100.26
5172,5073,5000,5096,5194.5345,5010.2055,4994.649595238095,5060.2925476190485
5188,5076,4192,5149,5193.474071428572,5075.703166666666,4298.470833333334,5115.56
5184,5084,4992,5101,5140.5307817460325,4908.903571428572,4423.955821428573,5016.615428571428
3420,5056,5001,5105,3947.958333333334,5054.976857142857,4983.605,5087.410833333333
5152,5084,4989,5109,5139.494857142858,5078.2077500000005,4992.967000000001,5097.8304761904765
5188,5084,4997,5093,5185.287666666667,5078.161642857142,4983.096500000001,5073.8825
5165,5080,5013,4992,5199.819,5006.735690476191,5007.2715,4527.8775
5189,5080,5001,4976,5189.729166666666,5078.886666666667,4991.662666666667,5045.660000000001
4788,4277,4377,4137,4990.3178333333335,4110.9214999999995,4264.566238095238,4283.276333333333
5172,5080,5001,5093,5176.4358571428575,5076.999380952382,4991.428523809523,5095.498428571429
5184,5088,4988,5100,5181.266666666666,5082.3424444444445,4993.631333333334,5080.4056666666675
3745,4933,5012,5101,4157.852095238095,5019.126,4999.880833333333,5097.095499999999
5176,5080,4993,5096,5179.447809523809,5076.941666666667,4964.53,5098.645
5157,5077,4992,5101,5163.373666666667,5083.4276666666665,4995.064666666667,5079.458333333333
3605,5004,5004,5113,3866.6649999999995,5023.631666666667,4998.4495,5105.191999999999
5192,5084,4992,5088,5191.500333333334,5081.908916666666,4992.293333333333,5064.886083333335
5188,5097,4145,5136,5182.722,5094.8467619047615,4317.095714285714,5127.291666666667
5177,5076,4992,5101,5175.15,5075.783833333333,4957.328333333334,5062.992166666666
5209,5089,4856,4300,5186.889666666667,4964.958476190476,4605.746666666667,4870.047333333333
5173,5077,5004,4200,5191.411666666666,5018.491999999999,5005.006666666667,4685.321
5184,5069,4981,5052,5022.261666666667,4967.003333333333,4838.913333333333,4920.703333333333
5196,5077,5020,4220,5195.008333333334,5079.4875,5018.235,4251.671666666666
5197,5088,5024,4149,5192.8949999999995,5048.467666666666,5011.6140000000005,4440.937833333333
5200,5097,4736,4373,5195.7356666666665,5084.821666666667,4401.1,4428.400000000001
5177,5081,4988,5096,5181.742666666667,5074.8955000000005,4988.742166666667,5094.9895
5204,5088,4901,5040,5196.708666666666,5086.99492063492,4690.633666666667,5041.9535
5192,5096,4992,4264,5200.198666666667,4982.121666666667,5017.4873333333335,4324.438666666667
5176,5081,4992,5093,5183.229666666666,5076.109166666667,4972.4163333333345,5093.354666666666
4972,5069,4992,5096,5040.394523809522,5060.963333333333,4994.4359047619055,5099.240857142858
5184,5081,5009,4717,5194.723333333333,5020.69,4998.416,4926.503333333333
5193,5101,4189,5144,5195.8,5090.404166666667,4230.960999999999,5134.055
